"id"	"chemical_id"	"chemical_name"	"protein_id"	"protein_name"	"relation_name"	"relation_id"	"source"	"dikb_id"	"fda_id"	"drugcentral_id"	"reference"	"year"	"measurement_type"	"measurement_value"
874	CHEBI_5138	fluvoxamine	PR_P05177	Cytochrome P450 1A2	is_substrate_of	DIDEO_00000041	drug_central			308	WOMBAT-PK	2017	Ki	5.0
875	CHEBI_9757	tropicamide	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			458	DRUG MATRIX	2017	IC50	6.0
876	CHEBI_6923	miconazole	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			522	DRUG MATRIX	2017	IC50	6.0
877	CHEBI_9362	suprofen	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			877	WOMBAT-PK	2017	Ki	4.0
878	CHEBI_3219	bupropion	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			756	DRUG MATRIX	2017	IC50	5.0
879	CHEBI_6375	lansoprazole, amoxicillin and clarithromycin	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			358	DRUG MATRIX	2017	IC50	6.0
880	CHEBI_6030	rifampicin, pyrazinamide and isoniazid	PR_P20815	Cytochrome P450 3A5	molecularly_interacts_with	RO_0002436	drug_central			1099	WOMBAT-PK	2017	IC50	4.0
881	CHEBI_52010	chlorphenamine, combinations	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			904	WOMBAT-PK	2017	Ki	4.0
882	CHEBI_7496	nelfinavir	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1061	DRUG MATRIX	2017	IC50	5.0
883	CHEBI_6030	thioacetazone and isoniazid	PR_P20815	Cytochrome P450 3A5	is_substrate_of	DIDEO_00000041	drug_central			674	WOMBAT-PK	2017	IC50	4.0
884	CHEBI_3994	cyclizine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			911	DRUG MATRIX	2017	IC50	5.0
885	CHEBI_4877	ethambutol and isoniazid	PR_P20815	Cytochrome P450 3A5	is_substrate_of	DIDEO_00000041	drug_central			665	WOMBAT-PK	2017	IC50	4.0
886	CHEBI_3738	clemastine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			486	WOMBAT-PK	2017	Ki	5.0
887	CHEBI_32223	tibolone	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			387	DRUG MATRIX	2017	IC50	5.0
888	CHEBI_8060	phenelzine	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			860	DRUG MATRIX	2017	IC50	5.0
889	CHEBI_37941	clopidogrel	PR_P20813	Cytochrome P450 2B6	molecularly_interacts_with	RO_0002436	drug_central			752	WOMBAT-PK	2017	Ki	6.0
890	CHEBI_4877	rifampicin, pyrazinamide, ethambutol and isoniazid	PR_P20815	Cytochrome P450 3A5	molecularly_interacts_with	RO_0002436	drug_central			1094	WOMBAT-PK	2017	IC50	4.0
891	CHEBI_6076	itraconazole	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			623	DRUG MATRIX	2017	IC50	6.0
892	CHEBI_6375	lansoprazole, tetracycline and metronidazole	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			933	DRUG MATRIX	2017	IC50	5.0
893	CHEBI_44032	indinavir	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1040	DRUG MATRIX	2017	IC50	6.0
894	CHEBI_4562	dihydroergotamine, combinations	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			601	DRUG MATRIX	2017	IC50	5.0
895	CHEBI_3348	candesartan and diuretics	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			589	CHEMBL	2017	IC50	5.0
896	CHEBI_7565	nifedipine, combinations	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1066	WOMBAT-PK	2017	IC50	5.0
897	CHEBI_7494	nefazodone	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			634	IUPHAR	2017	Ki	6.0
898	CHEBI_9948	verapamil, combinations	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			656	IUPHAR	2017	Ki	6.0
899	CHEBI_6820	methapyrilene	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			938	DRUG MATRIX	2017	IC50	5.0
900	CHEBI_6923	miconazole	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			430	DRUG MATRIX	2017	IC50	6.0
901	CHEBI_3647	chlorpromazine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			484	WOMBAT-PK	2017	Ki	5.0
902	CHEBI_47381	diclofenac, combinations	PR_P22309	UDP-glucuronosyltransferase 1-1	molecularly_interacts_with	RO_0002436	drug_central			1112	CHEMBL	2017	Ki	4.0
903	CHEBI_47519	ketoconazole	PR_P19099	Cytochrome P450 11B2, mitochondrial	molecularly_interacts_with	RO_0002436	drug_central			706	SCIENTIFIC LITERATURE	2017	IC50	7.0
904	CHEBI_31515	domperidone	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			494	WOMBAT-PK	2017	Ki	5.0
905	CHEBI_2687	amsacrine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			890	WOMBAT-PK	2017	Ki	5.0
906	CHEBI_47780	clomipramine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			489	WOMBAT-PK	2017	Ki	5.0
907	CHEBI_7582	enalapril and nitrendipine	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			434	DRUG MATRIX	2017	IC50	6.0
908	CHEBI_27882	colchicine	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1020	WOMBAT-PK	2017	Ki	4.0
909	CHEBI_45409	dasabuvir, ombitasvir, paritaprevir and ritonavir	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			973	DRUG MATRIX	2017	IC50	4.0
910	CHEBI_6715	medroxyprogesterone	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			780	DRUG MATRIX	2017	IC50	5.0
911	CHEBI_3720	cisapride	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			485	DRUG MATRIX	2017	IC50	7.0
912	CHEBI_45285	rifampicin, pyrazinamide and isoniazid	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1070	WOMBAT-PK	2017	IC50	6.0
913	CHEBI_9757	tropicamide	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			879	DRUG MATRIX	2017	IC50	6.0
914	CHEBI_9652	tranylcypromine	PR_P11509	Cytochrome P450 2A6	molecularly_interacts_with	RO_0002436	drug_central			751	WOMBAT-PK	2017	Ki	7.0
915	CHEBI_4754	econazole	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			917	DRUG MATRIX	2017	IC50	6.0
916	CHEBI_3764	clotrimazole	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			760	DRUG MATRIX	2017	IC50	7.0
917	CHEBI_46081	fluconazole	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1038	CHEMBL	2017	IC50	5.0
918	CHEBI_7825	oxiconazole	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			986	DRUG MATRIX	2017	IC50	6.0
919	CHEBI_8499	propranolol	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			542	DRUG MATRIX	2017	IC50	5.0
920	CHEBI_10100	zafirlukast	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			462	DRUG MATRIX	2017	IC50	5.0
921	CHEBI_6030	rifampicin, pyrazinamide and isoniazid	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1045	WOMBAT-PK	2017	IC50	5.0
922	CHEBI_4910	etomidate	PR_P19099	Cytochrome P450 11B2, mitochondrial	molecularly_interacts_with	RO_0002436	drug_central			705	CHEMBL	2017	IC50	10.0
923	CHEBI_5062	finasteride	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			349	DRUG MATRIX	2017	IC50	6.0
924	CHEBI_39548	atorvastatin, amlodipine and perindopril	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1006	CHEMBL	2017	IC50	5.0
925	CHEBI_553827	bambuterol	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			471	DRUG MATRIX	2017	IC50	5.0
926	CHEBI_37924	atazanavir and cobicistat	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1002	WOMBAT-PK	2017	Ki	5.0
927	CHEBI_5818	hydroxyzine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			921	WOMBAT-PK	2017	Ki	5.0
928	CHEBI_9588	ticlopidine	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			803	DRUG MATRIX	2017	IC50	6.0
929	CHEBI_46081	azithromycin, fluconazole and secnidazole	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			611	CHEMBL	2017	IC50	5.0
930	CHEBI_101278	diltiazem	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1028	DRUG MATRIX	2017	IC50	5.0
931	CHEBI_6030	isoniazid	PR_P20815	Cytochrome P450 3A5	is_substrate_of	DIDEO_00000041	drug_central			668	WOMBAT-PK	2017	IC50	4.0
932	CHEBI_7772	omeprazole, amoxicillin and metronidazole	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			376	WOMBAT-PK	2017	Ki	5.0
933	CHEBI_38561	fluvastatin	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			416	DRUG MATRIX	2017	IC50	6.0
934	CHEBI_31624	fluorescein	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			767	DRUG MATRIX	2017	IC50	6.0
935	CHEBI_46081	fluconazole	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			612	CHEMBL	2017	IC50	5.0
936	CHEBI_46081	azithromycin, fluconazole and secnidazole	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			833	CHEMBL	2017	IC50	4.0
937	CHEBI_72291	atazanavir and cobicistat	PR_P08684	Cytochrome P450 3A	molecularly_interacts_with	RO_0002436	drug_central			991	SCIENTIFIC LITERATURE	2017	Ki	6.0
938	CHEBI_7772	omeprazole, amoxicillin and metronidazole	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			733	WOMBAT-PK	2017	IC50	4.0
939	CHEBI_10033	warfarin	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1086	WOMBAT-PK	2017	Ki	3.0
940	CHEBI_585948	felodipine	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			828	DRUG MATRIX	2017	IC50	5.0
941	CHEBI_7577	nisoldipine	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			730	DRUG MATRIX	2017	IC50	6.0
942	CHEBI_72291	atazanavir and cobicistat	PR_P08684	Cytochrome P450 3A	is_substrate_of	DIDEO_00000041	drug_central			568	SCIENTIFIC LITERATURE	2017	Ki	6.0
943	CHEBI_8060	phenelzine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			533	DRUG MATRIX	2017	IC50	6.0
944	CHEBI_585948	felodipine	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			410	DRUG MATRIX	2017	IC50	5.0
945	CHEBI_46081	azithromycin, fluconazole and secnidazole	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			350	CHEMBL	2017	IC50	5.0
946	CHEBI_6762	mepyramine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			968	DRUG MATRIX	2017	IC50	6.0
947	CHEBI_3215	bupivacaine, combinations	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			477	DRUG MATRIX	2017	IC50	6.0
948	CHEBI_37924	atazanavir	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1001	WOMBAT-PK	2017	Ki	5.0
949	CHEBI_9588	ticlopidine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			560	DRUG MATRIX	2017	IC50	5.0
950	CHEBI_6030	rifampicin, pyrazinamide, ethambutol and isoniazid	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			620	WOMBAT-PK	2017	IC50	5.0
951	CHEBI_47381	diclofenac, combinations	PR_Q9HAW7	UDP-glucuronosyltransferase 1-7	molecularly_interacts_with	RO_0002436	drug_central			1122	CHEMBL	2017	Ki	4.0
952	CHEBI_50199	pefloxacin	PR_P05177	Cytochrome P450 1A2	is_substrate_of	DIDEO_00000041	drug_central			321	WOMBAT-PK	2017	Ki	4.0
953	CHEBI_47381	diclofenac and antiinfectives	PR_P22309	UDP-glucuronosyltransferase 1-1	is_substrate_of	DIDEO_00000041	drug_central			683	CHEMBL	2017	Ki	4.0
954	CHEBI_39548	atorvastatin, acetylsalicylic acid and perindopril	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1004	CHEMBL	2017	IC50	5.0
955	CHEBI_63632	topotecan	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			653	DRUG MATRIX	2017	IC50	5.0
956	CHEBI_68639	abiraterone	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1090	CHEMBL	2017	IC50	5.0
957	CHEBI_4754	econazole	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1030	DRUG MATRIX	2017	IC50	7.0
958	CHEBI_47519	ketoconazole	PR_P15538	Cytochrome P450 11B1, mitochondrial	molecularly_interacts_with	RO_0002436	drug_central			701	SCIENTIFIC LITERATURE	2017	IC50	6.0
959	CHEBI_3738	clemastine	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			343	DRUG MATRIX	2017	IC50	6.0
960	CHEBI_47381	diclofenac, combinations	PR_P22309	UDP-glucuronosyltransferase 1-1	is_substrate_of	DIDEO_00000041	drug_central			684	CHEMBL	2017	Ki	4.0
961	CHEBI_7825	oxiconazole	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			661	DRUG MATRIX	2017	IC50	7.0
962	CHEBI_6541	losartan	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			423	DRUG MATRIX	2017	IC50	5.0
963	CHEBI_5693	hexachlorophene	PR_P05177	Cytochrome P450 1A2	is_substrate_of	DIDEO_00000041	drug_central			309	DRUG MATRIX	2017	IC50	5.0
964	CHEBI_9753	troglitazone	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			457	DRUG MATRIX	2017	IC50	5.0
965	CHEBI_6715	medroxyprogesterone and ethinylestradiol	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			367	DRUG MATRIX	2017	IC50	5.0
966	CHEBI_63617	pergolide	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			954	DRUG MATRIX	2017	IC50	6.0
967	CHEBI_9753	troglitazone	PR_P19224	UDP-glucuronosyltransferase 1-6	is_substrate_of	DIDEO_00000041	drug_central			691	CHEMBL	2017	Ki	4.0
968	CHEBI_253342	alosetron	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			713	DRUG MATRIX	2017	IC50	6.0
969	CHEBI_6923	miconazole	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			945	DRUG MATRIX	2017	IC50	6.0
970	CHEBI_3720	cisapride	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			906	DRUG MATRIX	2017	IC50	7.0
971	CHEBI_47381	diclofenac and antiinfectives	PR_P22309	UDP-glucuronosyltransferase 1-1	molecularly_interacts_with	RO_0002436	drug_central			1111	CHEMBL	2017	Ki	4.0
972	CHEBI_61049	tacrolimus	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			652	DRUG MATRIX	2017	IC50	6.0
973	CHEBI_6375	lansoprazole, combinations	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			362	DRUG MATRIX	2017	IC50	6.0
974	CHEBI_9948	trandolapril and verapamil	PR_Q9UNQ0	ATP-binding cassette sub-family G member 2	molecularly_interacts_with	RO_0002436	drug_central			1131	CHEMBL	2017	EC50	4.0
975	CHEBI_24564	altretamine	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			714	DRUG MATRIX	2017	IC50	5.0
976	CHEBI_3348	candesartan and diuretics	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			404	CHEMBL	2017	IC50	5.0
977	CHEBI_681848	doxapram	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			916	DRUG MATRIX	2017	IC50	7.0
978	CHEBI_28593	quinidine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			969	SCIENTIFIC LITERATURE	2017	Ki	7.0
979	CHEBI_8060	phenelzine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			956	DRUG MATRIX	2017	IC50	6.0
980	CHEBI_50730	montelukast, combinations	PR_P10632	Cytochrome P450 2C8	molecularly_interacts_with	RO_0002436	drug_central			813	WOMBAT-PK	2017	Ki	5.0
981	CHEBI_63617	pergolide	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			531	DRUG MATRIX	2017	IC50	6.0
982	CHEBI_44241	metyrapone	PR_P15538	Cytochrome P450 11B1, mitochondrial	molecularly_interacts_with	RO_0002436	drug_central			703	CHEMBL	2017	IC50	7.0
983	CHEBI_47381	diclofenac, combinations	PR_Q9HAW8	UDP-glucuronosyltransferase 1-10	is_substrate_of	DIDEO_00000041	drug_central			687	CHEMBL	2017	Ki	4.0
984	CHEBI_8459	promazine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			537	DRUG MATRIX	2017	IC50	6.0
985	CHEBI_6919	mezlocillin	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			628	WOMBAT-PK	2017	IC50	5.0
986	CHEBI_72291	cobicistat	PR_P08684	Cytochrome P450 3A	is_substrate_of	DIDEO_00000041	drug_central			569	SCIENTIFIC LITERATURE	2017	Ki	6.0
987	CHEBI_4325	dapsone	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			598	WOMBAT-PK	2017	Ki	4.0
988	CHEBI_31360	carmofur	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			479	DRUG MATRIX	2017	IC50	5.0
989	CHEBI_31360	carmofur	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			900	DRUG MATRIX	2017	IC50	5.0
990	CHEBI_6375	lansoprazole, amoxicillin and metronidazole	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			509	DRUG MATRIX	2017	IC50	5.0
991	CHEBI_47381	diclofenac	PR_P22309	UDP-glucuronosyltransferase 1-1	is_substrate_of	DIDEO_00000041	drug_central			682	CHEMBL	2017	Ki	4.0
992	CHEBI_32215	thiamphenicol	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			384	WOMBAT-PK	2017	IC50	5.0
993	CHEBI_37924	atazanavir and cobicistat	PR_P22309	UDP-glucuronosyltransferase 1-1	is_substrate_of	DIDEO_00000041	drug_central			681	WOMBAT-PK	2017	Ki	5.0
994	CHEBI_5132	flutamide	PR_P05177	Cytochrome P450 1A2	is_substrate_of	DIDEO_00000041	drug_central			307	WOMBAT-PK	2017	Ki	5.0
995	CHEBI_41423	celecoxib	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			901	DRUG MATRIX	2017	IC50	6.0
996	CHEBI_31687	idebenone	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			355	DRUG MATRIX	2017	IC50	6.0
997	CHEBI_4659	disulfiram, combinations	PR_P05177	Cytochrome P450 1A2	is_substrate_of	DIDEO_00000041	drug_central			305	DRUG MATRIX	2017	IC50	5.0
998	CHEBI_31687	idebenone	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			421	DRUG MATRIX	2017	IC50	5.0
999	CHEBI_45409	ombitasvir, paritaprevir and ritonavir	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			975	DRUG MATRIX	2017	IC50	4.0
1000	CHEBI_44241	metyrapone	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			627	DRUG MATRIX	2017	IC50	6.0
1001	CHEBI_6149	levobupivacaine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			886	DRUG MATRIX	2017	IC50	6.0
1002	CHEBI_7862	oxymetazoline	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			952	DRUG MATRIX	2017	IC50	6.0
1003	CHEBI_37924	atazanavir and cobicistat	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			716	WOMBAT-PK	2017	Ki	4.0
1004	CHEBI_6874	methylergometrine	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			939	DRUG MATRIX	2017	IC50	6.0
1005	CHEBI_6920	mibefradil	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			629	WOMBAT-PK	2017	Ki	6.0
1006	CHEBI_63621	saquinavir	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			649	WOMBAT-PK	2017	IC50	5.0
1007	CHEBI_6030	isoniazid	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1042	WOMBAT-PK	2017	IC50	5.0
1008	CHEBI_4754	econazole	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			409	DRUG MATRIX	2017	IC50	6.0
1009	CHEBI_136007	methylnaltrexone bromide	PR_P10635	Cytochrome P450 2D6	molecularly_interacts_with	RO_0002436	drug_central			988	WOMBAT-PK	2017	Ki	5.0
1010	CHEBI_3720	cisapride	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			592	DRUG MATRIX	2017	IC50	6.0
1011	CHEBI_5062	alfuzosin and finasteride	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			831	DRUG MATRIX	2017	IC50	5.0
1012	CHEBI_3348	candesartan and amlodipine	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1014	CHEMBL	2017	IC50	5.0
1013	CHEBI_6532	loperamide	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			514	DRUG MATRIX	2017	IC50	5.0
1014	CHEBI_9757	tropicamide, combinations	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			459	DRUG MATRIX	2017	IC50	6.0
1015	CHEBI_3738	clemastine, combinations	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			344	DRUG MATRIX	2017	IC50	6.0
1016	CHEBI_47519	ketoconazole	PR_Q16850	Cytochrome P450 51	molecularly_interacts_with	RO_0002436	drug_central			1106	CHEMBL	2017	Ki	7.0
1017	CHEBI_45409	ritonavir	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			871	DRUG MATRIX	2017	IC50	7.0
1018	CHEBI_5118	fluoxetine	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			498	DRUG MATRIX	2017	IC50	6.0
1019	CHEBI_6723	megestrol	PR_P11712	Cytochrome P450 2C9	is_substrate_of	DIDEO_00000041	drug_central			426	DRUG MATRIX	2017	IC50	5.0
1020	CHEBI_4325	dapsone	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1024	WOMBAT-PK	2017	Ki	4.0
1021	CHEBI_4877	ethambutol	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1034	WOMBAT-PK	2017	IC50	6.0
1022	CHEBI_47519	ketoconazole	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			624	WOMBAT-PK	2017	Ki	7.0
1023	CHEBI_31687	idebenone	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			613	DRUG MATRIX	2017	IC50	5.0
1024	CHEBI_3125	bisacodyl, combinations	PR_P11712	Cytochrome P450 2C9	molecularly_interacts_with	RO_0002436	drug_central			819	DRUG MATRIX	2017	IC50	5.0
1025	CHEBI_8405	primaquine	PR_P05177	Cytochrome P450 1A2	molecularly_interacts_with	RO_0002436	drug_central			736	DRUG MATRIX	2017	IC50	6.0
1026	CHEBI_9948	trandolapril and verapamil	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			654	IUPHAR	2017	Ki	6.0
1027	CHEBI_48273	rizatriptan	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			554	WOMBAT-PK	2017	Ki	4.0
1028	CHEBI_7856	oxybutynin	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			377	DRUG MATRIX	2017	IC50	6.0
1029	CHEBI_2663	amiodarone	PR_P08684	Cytochrome P450 3A4	is_substrate_of	DIDEO_00000041	drug_central			574	WOMBAT-PK	2017	Ki	6.0
1030	CHEBI_31624	fluorescein	PR_P33261	Cytochrome P450 2C19	is_substrate_of	DIDEO_00000041	drug_central			352	DRUG MATRIX	2017	IC50	6.0
1031	CHEBI_9123	sertraline	PR_P33261	Cytochrome P450 2C19	molecularly_interacts_with	RO_0002436	drug_central			794	DRUG MATRIX	2017	IC50	6.0
1032	CHEBI_39548	atorvastatin and acetylsalicylic acid	PR_P08684	Cytochrome P450 3A4	molecularly_interacts_with	RO_0002436	drug_central			1007	CHEMBL	2017	IC50	5.0
1033	CHEBI_28593	quinidine, combinations with psycholeptics	PR_P10635	Cytochrome P450 2D6	is_substrate_of	DIDEO_00000041	drug_central			548	SCIENTIFIC LITERATURE	2017	Ki	7.0
